0.90, 9024, 546.590215, 545.420995, 293.946790, 239.824331, -0.260884, 0.461329, 0.061434, -0.003845, 0.009281
0.90, 8544, 546.131928, 544.815821, 295.645273, 240.327186, -0.245947, 0.360512, 0.212696, -0.004973, 0.010443
0.90, 8064, 545.290505, 544.239243, 296.174917, 240.275501, -0.269636, 0.478460, 0.034046, -0.004557, 0.010175
0.90, 7584, 545.817347, 544.573672, 294.395132, 238.544948, -0.295902, 0.545815, -0.024144, -0.004121, 0.009938
0.90, 7104, 545.292348, 543.937425, 291.254154, 237.732664, -0.302269, 0.530275, 0.023846, -0.002867, 0.009096
0.90, 6624, 545.360506, 544.235509, 291.402388, 236.871309, -0.294575, 0.498448, 0.075550, -0.004014, 0.009139
0.90, 6144, 547.168501, 546.211911, 290.444684, 236.613202, -0.281930, 0.415599, 0.226739, -0.002744, 0.009479
0.90, 5664, 547.700582, 546.342982, 287.766696, 234.893724, -0.316876, 0.549108, 0.043064, -0.004437, 0.008890
0.90, 5184, 547.055291, 545.625185, 288.387956, 234.460299, -0.321335, 0.557373, 0.030765, -0.004797, 0.008741
0.90, 4704, 546.967275, 545.848274, 289.006636, 234.335841, -0.318622, 0.567236, 0.008926, -0.005787, 0.008286
0.90, 4224, 546.491203, 544.872735, 289.116167, 232.911337, -0.308633, 0.549291, 0.023348, -0.007941, 0.008174
0.90, 3744, 546.046509, 544.481666, 290.461136, 231.444868, -0.318596, 0.590552, -0.035339, -0.009122, 0.009340
0.90, 3264, 546.740989, 545.122124, 289.049869, 231.693046, -0.307415, 0.584613, -0.058088, -0.007968, 0.009113
0.90, 2784, 553.298026, 551.910758, 288.960722, 230.651862, -0.267922, 0.440311, 0.173626, -0.007899, 0.011415
0.90, 2304, 554.370396, 552.773922, 292.861103, 229.780289, -0.298998, 0.561169, 0.057783, -0.010192, 0.014819
0.90, 1824, 555.706022, 552.953539, 292.374728, 234.392040, -0.173805, -0.120531, 1.137983, -0.011532, 0.015321
0.90, 1344, 562.664109, 558.510006, 293.686455, 230.519892, -0.106841, -0.564253, 1.993925, -0.008833, 0.016331
0.90, 864, 551.429383, 542.985141, 256.116961, 232.539381, -0.363550, 0.749572, -0.386185, -0.006201, -0.002411
0.91, 9024, 543.996527, 543.047021, 298.915396, 240.085207, -0.228807, 0.373903, 0.120273, -0.003591, 0.008630
0.91, 8544, 543.651669, 542.531377, 300.592823, 240.577168, -0.216154, 0.288346, 0.246189, -0.004541, 0.009693
0.91, 8064, 543.150092, 542.235677, 300.439147, 240.310185, -0.241664, 0.407883, 0.076604, -0.004147, 0.009532
0.91, 7584, 543.559361, 542.458275, 298.918461, 238.843839, -0.263227, 0.463945, 0.025809, -0.003789, 0.009373
0.91, 7104, 542.995896, 541.824139, 295.609703, 238.010965, -0.262737, 0.416551, 0.125157, -0.002669, 0.008624
0.91, 6624, 543.220070, 542.262646, 295.731432, 237.241419, -0.256393, 0.386195, 0.180967, -0.003690, 0.008544
0.91, 6144, 544.767337, 543.964468, 294.759129, 236.972005, -0.243029, 0.298349, 0.343798, -0.002603, 0.008845
0.91, 5664, 545.098101, 543.959769, 292.182704, 235.581034, -0.267378, 0.382521, 0.234880, -0.004124, 0.008372
0.91, 5184, 544.595174, 543.391084, 292.730008, 235.141831, -0.274722, 0.410767, 0.188877, -0.004455, 0.008200
0.91, 4704, 544.726725, 543.786777, 292.999967, 234.978185, -0.280175, 0.457161, 0.115872, -0.005434, 0.007661
0.91, 4224, 544.373140, 542.990709, 292.557232, 233.775432, -0.274217, 0.451678, 0.114647, -0.007357, 0.007478
0.91, 3744, 543.776252, 542.448096, 294.053001, 232.564563, -0.276346, 0.454472, 0.110664, -0.008406, 0.008569
0.91, 3264, 544.483279, 543.121946, 292.644999, 232.678063, -0.269407, 0.465275, 0.067791, -0.007385, 0.008402
0.91, 2784, 550.401463, 549.251094, 291.909576, 231.734992, -0.240984, 0.367708, 0.235381, -0.007210, 0.010364
0.91, 2304, 551.171954, 549.821121, 295.166482, 231.094976, -0.267875, 0.470989, 0.134435, -0.009236, 0.013362
0.91, 1824, 552.283156, 549.966349, 294.582106, 235.000726, -0.157216, -0.128737, 1.077675, -0.010400, 0.013578
0.91, 1344, 557.913511, 554.458850, 295.699758, 231.573591, -0.083910, -0.586733, 1.919439, -0.007893, 0.014392
0.91, 864, 548.872033, 541.505186, 262.211100, 232.276149, -0.333127, 0.718033, -0.384927, -0.006234, -0.003176
0.92, 9024, 542.063557, 541.235831, 303.273645, 239.746485, -0.206615, 0.324640, 0.143696, -0.003198, 0.008032
0.92, 8544, 541.852849, 540.845312, 304.598082, 240.109042, -0.197353, 0.258627, 0.241615, -0.003951, 0.008980
0.92, 8064, 541.528210, 540.696600, 303.915174, 239.886358, -0.221509, 0.366792, 0.094381, -0.003652, 0.008934
0.92, 7584, 541.853561, 540.850615, 302.724760, 238.767813, -0.240009, 0.419994, 0.036846, -0.003387, 0.008831
0.92, 7104, 541.184941, 540.153940, 299.582195, 238.126396, -0.232647, 0.343959, 0.175895, -0.002473, 0.008173
0.92, 6624, 541.549315, 540.716370, 299.706994, 237.442729, -0.228167, 0.318770, 0.229078, -0.003354, 0.007979
0.92, 6144, 542.824876, 542.137746, 298.697898, 237.215232, -0.214886, 0.232267, 0.389441, -0.002468, 0.008199
0.92, 5664, 542.902239, 541.952764, 296.209721, 236.142909, -0.228020, 0.263536, 0.359576, -0.003782, 0.007822
0.92, 5184, 542.551257, 541.541447, 296.688003, 235.727035, -0.238076, 0.310626, 0.282238, -0.004096, 0.007654
0.92, 4704, 542.893246, 542.100609, 296.666457, 235.496501, -0.251276, 0.391869, 0.160805, -0.005035, 0.007073
0.92, 4224, 542.589062, 541.417259, 295.832848, 234.533296, -0.247452, 0.390747, 0.155080, -0.006724, 0.006846
0.92, 3744, 541.932753, 540.812553, 297.360765, 233.542194, -0.244470, 0.368409, 0.187598, -0.007631, 0.007824
0.92, 3264, 542.540418, 541.410214, 296.030890, 233.588138, -0.239049, 0.382221, 0.143453, -0.006765, 0.007726
0.92, 2784, 547.718809, 546.788947, 294.610039, 232.734714, -0.218305, 0.316516, 0.263083, -0.006537, 0.009302
0.92, 2304, 548.222394, 547.106089, 297.355471, 232.324081, -0.241377, 0.405575, 0.172355, -0.008256, 0.011928
0.92, 1824, 549.108065, 547.204221, 296.785590, 235.476638, -0.145198, -0.110823, 0.976403, -0.009251, 0.011871
0.92, 1344, 553.745786, 550.960235, 297.991011, 232.349618, -0.070323, -0.558880, 1.771266, -0.006952, 0.012528
0.92, 864, 546.283249, 540.115761, 268.778035, 232.080617, -0.295697, 0.657845, -0.355914, -0.006152, -0.003453
